time,CTPCBC_制动_空压机组1运行,CTPCBC_制动_空压机组2运行,BC1CT_制动_A1车B1架制动施加
2020-07-16 23:53:38.561,0.0,0.0,1.0
2020-07-16 23:53:39.302,0.0,0.0,1.0
2020-07-16 23:53:40.070,0.0,0.0,1.0
2020-07-16 23:53:40.811,0.0,0.0,1.0
2020-07-16 23:53:41.581,0.0,0.0,1.0
2020-07-16 23:53:42.304,0.0,0.0,1.0
2020-07-16 23:53:43.080,0.0,0.0,1.0
2020-07-16 23:53:43.831,0.0,0.0,1.0
2020-07-16 23:53:44.550,0.0,0.0,1.0
2020-07-16 23:53:45.338,0.0,0.0,1.0
2020-07-16 23:53:46.097,0.0,0.0,1.0
2020-07-16 23:53:46.828,0.0,0.0,1.0
2020-07-16 23:53:47.589,0.0,0.0,1.0
2020-07-16 23:53:48.349,0.0,0.0,1.0
2020-07-16 23:53:49.070,0.0,0.0,1.0
2020-07-16 23:53:49.818,0.0,0.0,1.0
2020-07-16 23:53:50.581,0.0,0.0,1.0
2020-07-16 23:53:51.329,0.0,0.0,1.0
2020-07-16 23:53:52.077,0.0,0.0,1.0
2020-07-16 23:53:52.835,0.0,0.0,1.0
2020-07-16 23:53:53.584,0.0,0.0,1.0
2020-07-16 23:53:54.335,0.0,0.0,1.0
2020-07-16 23:53:55.073,0.0,0.0,1.0
2020-07-16 23:53:55.821,0.0,0.0,1.0
2020-07-16 23:53:56.560,0.0,0.0,1.0
2020-07-16 23:53:57.329,0.0,0.0,1.0
2020-07-16 23:53:58.056,0.0,0.0,1.0
2020-07-16 23:53:58.825,0.0,0.0,1.0
2020-07-16 23:53:59.584,0.0,0.0,1.0
2020-07-16 23:54:00.333,0.0,0.0,1.0
2020-07-16 23:54:01.062,0.0,0.0,1.0
2020-07-16 23:54:01.835,0.0,0.0,1.0
2020-07-16 23:54:02.553,0.0,0.0,1.0
2020-07-16 23:54:03.322,0.0,0.0,1.0
2020-07-16 23:54:04.080,0.0,0.0,1.0
2020-07-16 23:54:04.830,0.0,0.0,1.0
2020-07-16 23:54:05.580,0.0,0.0,1.0
2020-07-16 23:54:06.319,0.0,0.0,1.0
2020-07-16 23:54:07.069,0.0,0.0,1.0
2020-07-16 23:54:07.828,0.0,0.0,1.0
2020-07-16 23:54:08.607,0.0,0.0,1.0
2020-07-16 23:54:09.335,0.0,0.0,1.0
2020-07-16 23:54:10.084,0.0,0.0,1.0
2020-07-16 23:54:10.804,0.0,0.0,1.0
2020-07-16 23:54:11.582,0.0,0.0,1.0
2020-07-16 23:54:12.335,0.0,0.0,1.0
2020-07-16 23:54:13.062,0.0,0.0,1.0
2020-07-16 23:54:13.829,0.0,0.0,1.0
2020-07-16 23:54:14.579,0.0,0.0,1.0
2020-07-16 23:54:15.322,0.0,0.0,1.0
2020-07-16 23:54:16.071,0.0,0.0,1.0
2020-07-16 23:54:16.812,0.0,0.0,1.0
2020-07-16 23:54:17.582,0.0,0.0,1.0
2020-07-16 23:54:18.331,0.0,0.0,1.0
2020-07-16 23:54:19.060,0.0,0.0,1.0
2020-07-16 23:54:19.837,0.0,0.0,1.0
2020-07-16 23:54:20.565,0.0,0.0,1.0
2020-07-16 23:54:21.334,0.0,0.0,1.0
2020-07-16 23:54:22.064,0.0,0.0,1.0
2020-07-16 23:54:22.814,0.0,0.0,1.0
2020-07-16 23:54:23.576,0.0,0.0,1.0
2020-07-16 23:54:24.324,0.0,0.0,1.0
2020-07-16 23:54:25.072,0.0,0.0,1.0
2020-07-16 23:54:25.860,0.0,0.0,1.0
2020-07-16 23:54:26.579,0.0,0.0,1.0
2020-07-16 23:54:27.319,0.0,0.0,1.0
2020-07-16 23:54:28.088,0.0,0.0,1.0
2020-07-16 23:54:28.828,0.0,0.0,1.0
2020-07-16 23:54:29.601,0.0,0.0,1.0
2020-07-16 23:54:30.330,0.0,0.0,1.0
2020-07-16 23:54:31.110,0.0,0.0,1.0
2020-07-16 23:54:31.823,0.0,0.0,1.0
2020-07-16 23:54:32.562,0.0,0.0,1.0
2020-07-16 23:54:33.323,0.0,0.0,1.0
2020-07-16 23:54:34.052,0.0,0.0,1.0
2020-07-16 23:54:34.823,0.0,0.0,1.0
2020-07-16 23:54:35.563,0.0,0.0,1.0
2020-07-16 23:54:36.293,0.0,0.0,1.0
2020-07-16 23:54:37.081,0.0,0.0,1.0
2020-07-16 23:54:37.816,0.0,0.0,1.0
2020-07-16 23:54:38.555,0.0,0.0,1.0
2020-07-16 23:54:39.316,0.0,0.0,1.0
2020-07-16 23:54:40.074,0.0,0.0,1.0
2020-07-16 23:54:40.835,0.0,0.0,1.0
2020-07-16 23:54:41.583,0.0,0.0,1.0
2020-07-16 23:54:42.344,0.0,0.0,1.0
2020-07-16 23:54:43.064,0.0,0.0,1.0
2020-07-16 23:54:43.855,0.0,0.0,1.0
2020-07-16 23:54:44.595,0.0,0.0,1.0
2020-07-16 23:54:45.312,0.0,0.0,1.0
2020-07-16 23:54:46.092,0.0,0.0,1.0
2020-07-16 23:54:46.841,0.0,0.0,1.0
2020-07-16 23:54:47.579,0.0,0.0,1.0
2020-07-16 23:54:48.329,0.0,0.0,1.0
2020-07-16 23:54:49.081,0.0,0.0,1.0
2020-07-16 23:54:49.841,0.0,0.0,1.0
2020-07-16 23:54:50.585,0.0,0.0,1.0
2020-07-16 23:54:51.322,0.0,0.0,1.0
2020-07-16 23:54:52.101,0.0,0.0,1.0
2020-07-16 23:54:52.840,0.0,0.0,1.0
2020-07-16 23:54:53.578,0.0,0.0,1.0
2020-07-16 23:54:54.326,0.0,0.0,1.0
2020-07-16 23:54:55.076,0.0,0.0,1.0
2020-07-16 23:54:55.815,0.0,0.0,1.0
2020-07-16 23:54:56.566,0.0,0.0,1.0
2020-07-16 23:54:57.304,0.0,0.0,1.0
2020-07-16 23:54:58.063,0.0,0.0,1.0
2020-07-16 23:54:58.821,0.0,0.0,1.0
2020-07-16 23:54:59.559,0.0,0.0,1.0
2020-07-16 23:55:00.350,0.0,0.0,1.0
2020-07-16 23:55:01.069,0.0,0.0,1.0
2020-07-16 23:55:01.808,0.0,0.0,1.0
2020-07-16 23:55:02.573,0.0,0.0,1.0
2020-07-16 23:55:03.334,0.0,0.0,1.0
2020-07-16 23:55:04.088,0.0,0.0,1.0
2020-07-16 23:55:04.830,0.0,0.0,1.0
2020-07-16 23:55:05.566,0.0,0.0,1.0
2020-07-16 23:55:06.330,0.0,0.0,1.0
2020-07-16 23:55:07.076,0.0,0.0,1.0
2020-07-16 23:55:07.830,0.0,0.0,1.0
2020-07-16 23:55:08.550,0.0,0.0,1.0
2020-07-16 23:55:09.318,0.0,0.0,1.0
2020-07-16 23:55:10.066,0.0,0.0,1.0
2020-07-16 23:55:10.805,0.0,0.0,1.0
2020-07-16 23:55:11.582,0.0,0.0,1.0
2020-07-16 23:55:12.329,0.0,0.0,1.0
2020-07-16 23:55:13.061,0.0,0.0,1.0
2020-07-16 23:55:13.831,0.0,0.0,1.0
2020-07-16 23:55:14.589,0.0,0.0,1.0
2020-07-16 23:55:15.309,0.0,0.0,1.0
2020-07-16 23:55:16.080,0.0,0.0,1.0
2020-07-16 23:55:16.828,0.0,0.0,1.0
2020-07-16 23:55:17.572,0.0,0.0,1.0
2020-07-16 23:55:18.321,0.0,0.0,1.0
2020-07-16 23:55:19.073,0.0,0.0,1.0
2020-07-16 23:55:19.824,0.0,0.0,1.0
2020-07-16 23:55:20.572,0.0,0.0,1.0
2020-07-16 23:55:21.330,0.0,0.0,1.0
2020-07-16 23:55:22.059,0.0,0.0,1.0
2020-07-16 23:55:22.811,0.0,0.0,1.0
2020-07-16 23:55:23.561,0.0,0.0,1.0
2020-07-16 23:55:24.323,0.0,0.0,1.0
2020-07-16 23:55:25.064,0.0,0.0,1.0
2020-07-16 23:55:25.813,0.0,0.0,1.0
2020-07-16 23:55:26.571,0.0,0.0,1.0
2020-07-16 23:55:27.351,0.0,0.0,1.0
2020-07-16 23:55:28.060,0.0,0.0,1.0
2020-07-16 23:55:28.851,0.0,0.0,1.0
2020-07-16 23:55:29.571,0.0,0.0,1.0
2020-07-16 23:55:30.309,0.0,0.0,1.0
2020-07-16 23:55:31.089,0.0,0.0,1.0
2020-07-16 23:55:31.849,0.0,0.0,1.0
2020-07-16 23:55:32.568,0.0,0.0,1.0
2020-07-16 23:55:33.338,0.0,0.0,1.0
2020-07-16 23:55:34.078,0.0,0.0,1.0
2020-07-16 23:55:34.820,0.0,0.0,1.0
2020-07-16 23:55:35.567,0.0,0.0,1.0
2020-07-16 23:55:36.356,0.0,0.0,1.0
2020-07-16 23:55:37.064,0.0,0.0,1.0
2020-07-16 23:55:37.832,0.0,0.0,1.0
2020-07-16 23:55:38.541,0.0,0.0,1.0
2020-07-16 23:55:39.342,0.0,0.0,1.0
2020-07-16 23:55:40.082,0.0,0.0,1.0
2020-07-16 23:55:40.853,0.0,0.0,1.0
2020-07-16 23:55:41.592,0.0,0.0,1.0
2020-07-16 23:55:42.351,0.0,0.0,1.0
2020-07-16 23:55:43.053,0.0,0.0,1.0
2020-07-16 23:55:43.823,0.0,0.0,1.0
2020-07-16 23:55:44.574,0.0,0.0,1.0
2020-07-16 23:55:45.312,0.0,0.0,1.0
2020-07-16 23:55:46.071,0.0,0.0,1.0
2020-07-16 23:55:46.831,0.0,0.0,1.0
2020-07-16 23:55:47.581,0.0,0.0,1.0
2020-07-16 23:55:48.320,0.0,0.0,1.0
2020-07-16 23:55:49.060,0.0,0.0,1.0
2020-07-16 23:55:49.819,0.0,0.0,1.0
2020-07-16 23:55:50.589,0.0,0.0,1.0
2020-07-16 23:55:51.349,0.0,0.0,1.0
2020-07-16 23:55:52.073,0.0,0.0,1.0
2020-07-16 23:55:52.802,0.0,0.0,1.0
2020-07-16 23:55:53.582,0.0,0.0,1.0
2020-07-16 23:55:54.345,0.0,0.0,1.0
2020-07-16 23:55:55.049,0.0,0.0,1.0
2020-07-16 23:55:55.819,0.0,0.0,1.0
2020-07-16 23:55:56.581,0.0,0.0,1.0
2020-07-16 23:55:57.311,0.0,0.0,1.0
2020-07-16 23:55:58.067,0.0,0.0,1.0
2020-07-16 23:55:58.796,0.0,0.0,1.0
2020-07-16 23:55:59.594,0.0,0.0,1.0
2020-07-16 23:56:00.333,0.0,0.0,1.0
2020-07-16 23:56:01.051,0.0,0.0,1.0
2020-07-16 23:56:01.807,0.0,0.0,1.0
2020-07-16 23:56:02.565,0.0,0.0,1.0
2020-07-16 23:56:03.365,0.0,0.0,1.0
2020-07-16 23:56:04.085,0.0,0.0,1.0
2020-07-16 23:56:04.813,0.0,0.0,1.0
2020-07-16 23:56:05.592,0.0,0.0,1.0
2020-07-16 23:56:06.321,0.0,0.0,1.0
2020-07-16 23:56:07.069,0.0,0.0,1.0
2020-07-16 23:56:07.848,0.0,0.0,1.0
2020-07-16 23:56:08.588,0.0,0.0,1.0
2020-07-16 23:56:09.309,0.0,0.0,1.0
2020-07-16 23:56:10.099,0.0,0.0,1.0
2020-07-16 23:56:10.819,0.0,0.0,1.0
2020-07-16 23:56:11.579,0.0,0.0,1.0
2020-07-16 23:56:12.321,0.0,0.0,1.0
2020-07-16 23:56:13.093,0.0,0.0,1.0
2020-07-16 23:56:13.831,0.0,0.0,1.0
2020-07-16 23:56:14.572,0.0,0.0,1.0
2020-07-16 23:56:15.301,0.0,0.0,1.0
2020-07-16 23:56:16.080,0.0,0.0,1.0
2020-07-16 23:56:16.810,0.0,0.0,1.0
2020-07-16 23:56:17.549,0.0,0.0,1.0
2020-07-16 23:56:18.310,0.0,0.0,1.0
2020-07-16 23:56:19.070,0.0,0.0,1.0
2020-07-16 23:56:19.803,0.0,0.0,1.0
2020-07-16 23:56:20.562,0.0,0.0,1.0
2020-07-16 23:56:21.344,0.0,0.0,1.0
2020-07-16 23:56:22.064,0.0,0.0,1.0
2020-07-16 23:56:22.834,0.0,0.0,1.0
2020-07-16 23:56:23.573,0.0,0.0,1.0
2020-07-16 23:56:24.334,0.0,0.0,1.0
2020-07-16 23:56:25.063,0.0,0.0,1.0
2020-07-16 23:56:25.811,0.0,0.0,1.0
2020-07-16 23:56:26.550,0.0,0.0,1.0
2020-07-16 23:56:27.328,0.0,0.0,1.0
2020-07-16 23:56:28.074,0.0,0.0,1.0
2020-07-16 23:56:28.813,0.0,0.0,1.0
2020-07-16 23:56:29.576,0.0,0.0,1.0
2020-07-16 23:56:30.319,0.0,0.0,1.0
2020-07-16 23:56:31.070,0.0,0.0,1.0
2020-07-16 23:56:31.827,0.0,0.0,1.0
2020-07-16 23:56:32.593,0.0,0.0,1.0
2020-07-16 23:56:33.317,0.0,0.0,1.0
2020-07-16 23:56:34.068,0.0,0.0,1.0
2020-07-16 23:56:34.857,0.0,0.0,1.0
2020-07-16 23:56:35.582,0.0,0.0,1.0
2020-07-16 23:56:36.394,0.0,0.0,1.0
2020-07-16 23:56:37.091,0.0,0.0,1.0
2020-07-16 23:56:37.898,0.0,0.0,1.0
2020-07-16 23:56:38.587,0.0,0.0,1.0
2020-07-16 23:56:39.334,0.0,0.0,1.0
2020-07-16 23:56:40.150,0.0,0.0,1.0
2020-07-16 23:56:40.819,0.0,0.0,1.0
2020-07-16 23:56:41.572,0.0,0.0,1.0
2020-07-16 23:56:42.325,0.0,0.0,1.0
2020-07-16 23:56:43.062,0.0,0.0,1.0
2020-07-16 23:56:43.815,0.0,0.0,1.0
2020-07-16 23:56:44.564,0.0,0.0,1.0
2020-07-16 23:56:45.315,0.0,0.0,1.0
2020-07-16 23:56:46.063,0.0,0.0,1.0
2020-07-16 23:56:46.803,0.0,0.0,1.0
2020-07-16 23:56:47.573,0.0,0.0,1.0
2020-07-16 23:56:48.332,0.0,0.0,1.0
2020-07-16 23:56:49.081,0.0,0.0,1.0
2020-07-16 23:56:49.819,0.0,0.0,1.0
2020-07-16 23:56:50.565,0.0,0.0,1.0
2020-07-16 23:56:51.346,0.0,0.0,1.0
2020-07-16 23:56:52.054,0.0,0.0,1.0
2020-07-16 23:56:52.804,0.0,0.0,1.0
2020-07-16 23:56:53.594,0.0,0.0,1.0
2020-07-16 23:56:54.323,0.0,0.0,1.0
2020-07-16 23:56:55.072,0.0,0.0,1.0
2020-07-16 23:56:55.800,0.0,0.0,1.0
2020-07-16 23:56:56.589,0.0,0.0,1.0
2020-07-16 23:56:57.320,0.0,0.0,1.0
2020-07-16 23:56:58.071,0.0,0.0,1.0
2020-07-16 23:56:58.811,0.0,0.0,1.0
2020-07-16 23:56:59.571,0.0,0.0,1.0
2020-07-16 23:57:00.323,0.0,0.0,1.0
2020-07-16 23:57:01.062,0.0,0.0,1.0
2020-07-16 23:57:01.838,0.0,0.0,1.0
2020-07-16 23:57:02.590,0.0,0.0,1.0
2020-07-16 23:57:03.363,0.0,0.0,1.0
2020-07-16 23:57:04.078,0.0,0.0,1.0
2020-07-16 23:57:04.809,0.0,0.0,1.0
2020-07-16 23:57:05.583,0.0,0.0,1.0
2020-07-16 23:57:06.334,0.0,0.0,1.0
2020-07-16 23:57:07.066,0.0,0.0,1.0
2020-07-16 23:57:07.849,0.0,0.0,1.0
2020-07-16 23:57:08.567,0.0,0.0,1.0
2020-07-16 23:57:09.333,0.0,0.0,1.0
2020-07-16 23:57:10.074,0.0,0.0,1.0
2020-07-16 23:57:10.817,0.0,0.0,1.0
2020-07-16 23:57:11.604,0.0,0.0,1.0
2020-07-16 23:57:12.342,0.0,0.0,1.0
2020-07-16 23:57:13.133,0.0,0.0,1.0
2020-07-16 23:57:13.805,0.0,0.0,1.0
2020-07-16 23:57:14.586,0.0,0.0,1.0
2020-07-16 23:57:15.310,0.0,0.0,1.0
2020-07-16 23:57:16.082,0.0,0.0,1.0
2020-07-16 23:57:16.819,0.0,0.0,1.0
2020-07-16 23:57:17.870,0.0,0.0,1.0
2020-07-16 23:57:18.365,0.0,0.0,1.0
2020-07-16 23:57:19.087,0.0,0.0,1.0
2020-07-16 23:57:19.823,0.0,0.0,1.0
2020-07-16 23:57:20.575,0.0,0.0,1.0
2020-07-16 23:57:21.328,0.0,0.0,1.0
2020-07-16 23:57:22.081,0.0,0.0,1.0
2020-07-16 23:57:22.834,0.0,0.0,1.0
2020-07-16 23:57:23.607,0.0,0.0,1.0
2020-07-16 23:57:24.326,0.0,0.0,1.0
2020-07-16 23:57:25.058,0.0,0.0,1.0
2020-07-16 23:57:25.819,0.0,0.0,1.0
2020-07-16 23:57:26.601,0.0,0.0,1.0
2020-07-16 23:57:27.311,0.0,0.0,1.0
2020-07-16 23:57:28.082,0.0,0.0,1.0
2020-07-16 23:57:28.830,0.0,0.0,1.0
2020-07-16 23:57:29.593,0.0,0.0,1.0
2020-07-16 23:57:30.346,0.0,0.0,1.0
2020-07-16 23:57:31.067,0.0,0.0,1.0
2020-07-16 23:57:31.820,0.0,0.0,1.0
2020-07-16 23:57:32.582,0.0,0.0,1.0
2020-07-16 23:57:33.343,0.0,0.0,1.0
2020-07-16 23:57:34.104,0.0,0.0,1.0
2020-07-16 23:57:34.826,0.0,0.0,1.0
2020-07-16 23:57:35.590,0.0,0.0,1.0
2020-07-16 23:57:36.342,0.0,0.0,1.0
2020-07-16 23:57:37.124,0.0,0.0,1.0
2020-07-16 23:57:37.827,0.0,0.0,1.0
2020-07-16 23:57:38.563,0.0,0.0,1.0
2020-07-16 23:57:39.349,0.0,0.0,1.0
2020-07-16 23:57:40.082,0.0,0.0,1.0
2020-07-16 23:57:40.835,0.0,0.0,1.0
2020-07-16 23:57:41.628,0.0,0.0,1.0
2020-07-16 23:57:42.320,0.0,0.0,1.0
2020-07-16 23:57:43.127,0.0,0.0,1.0
2020-07-16 23:57:43.856,0.0,0.0,1.0
2020-07-16 23:57:44.609,0.0,0.0,1.0
2020-07-16 23:57:45.348,0.0,0.0,1.0
2020-07-16 23:57:46.091,0.0,0.0,1.0
2020-07-16 23:57:46.848,0.0,0.0,1.0
2020-07-16 23:57:47.600,0.0,0.0,1.0
2020-07-16 23:57:48.306,0.0,0.0,1.0
2020-07-16 23:57:49.077,0.0,0.0,1.0
2020-07-16 23:57:49.897,0.0,0.0,1.0
2020-07-16 23:57:50.568,0.0,0.0,1.0
2020-07-16 23:57:51.315,0.0,0.0,1.0
2020-07-16 23:57:52.078,0.0,0.0,1.0
2020-07-16 23:57:52.849,0.0,0.0,1.0
2020-07-16 23:57:53.600,0.0,0.0,1.0
2020-07-16 23:57:54.333,0.0,0.0,1.0
2020-07-16 23:57:55.067,0.0,0.0,1.0
2020-07-16 23:57:55.838,0.0,0.0,1.0
2020-07-16 23:57:56.570,0.0,0.0,1.0
2020-07-16 23:57:57.325,0.0,0.0,1.0
2020-07-16 23:57:58.066,0.0,0.0,1.0
2020-07-16 23:57:58.829,0.0,0.0,1.0
2020-07-16 23:57:59.565,0.0,0.0,1.0
2020-07-16 23:58:00.327,0.0,0.0,1.0
2020-07-16 23:58:01.069,0.0,0.0,1.0
2020-07-16 23:58:01.816,0.0,0.0,1.0
2020-07-16 23:58:02.586,0.0,0.0,1.0
2020-07-16 23:58:03.330,0.0,0.0,1.0
2020-07-16 23:58:04.086,0.0,0.0,1.0
2020-07-16 23:58:04.816,0.0,0.0,1.0
2020-07-16 23:58:05.588,0.0,0.0,1.0
2020-07-16 23:58:06.390,0.0,0.0,1.0
2020-07-16 23:58:07.069,0.0,0.0,1.0
2020-07-16 23:58:07.809,0.0,0.0,1.0
2020-07-16 23:58:08.561,0.0,0.0,1.0
2020-07-16 23:58:09.324,0.0,0.0,1.0
2020-07-16 23:58:10.094,0.0,0.0,1.0
2020-07-16 23:58:10.835,0.0,0.0,1.0
2020-07-16 23:58:11.587,0.0,0.0,1.0
2020-07-16 23:58:12.328,0.0,0.0,1.0
2020-07-16 23:58:13.072,0.0,0.0,1.0
2020-07-16 23:58:13.822,0.0,0.0,1.0
2020-07-16 23:58:14.554,0.0,0.0,1.0
2020-07-16 23:58:15.314,0.0,0.0,1.0
2020-07-16 23:58:16.089,0.0,0.0,1.0
2020-07-16 23:58:16.811,0.0,0.0,1.0
2020-07-16 23:58:17.581,0.0,0.0,1.0
2020-07-16 23:58:18.343,0.0,0.0,1.0
2020-07-16 23:58:19.053,0.0,0.0,1.0
2020-07-16 23:58:19.824,0.0,0.0,1.0
2020-07-16 23:58:20.593,0.0,0.0,1.0
2020-07-16 23:58:21.335,0.0,0.0,1.0
2020-07-16 23:58:22.099,0.0,0.0,1.0
2020-07-16 23:58:22.829,0.0,0.0,1.0
2020-07-16 23:58:23.592,0.0,0.0,1.0
2020-07-16 23:58:24.322,0.0,0.0,1.0
2020-07-16 23:58:25.072,0.0,0.0,1.0
2020-07-16 23:58:25.823,0.0,0.0,1.0
2020-07-16 23:58:26.562,0.0,0.0,1.0
2020-07-16 23:58:27.352,0.0,0.0,1.0
2020-07-16 23:58:28.085,0.0,0.0,1.0
2020-07-16 23:58:28.849,0.0,0.0,1.0
2020-07-16 23:58:29.581,0.0,0.0,1.0
2020-07-16 23:58:30.352,0.0,0.0,1.0
2020-07-16 23:58:31.071,0.0,0.0,1.0
2020-07-16 23:58:31.852,0.0,0.0,1.0
2020-07-16 23:58:32.554,0.0,0.0,1.0
2020-07-16 23:58:33.366,0.0,0.0,1.0
2020-07-16 23:58:34.077,0.0,0.0,1.0
2020-07-16 23:58:34.830,0.0,0.0,1.0
2020-07-16 23:58:35.590,0.0,0.0,1.0
2020-07-16 23:58:36.341,0.0,0.0,1.0
2020-07-16 23:58:37.081,0.0,0.0,1.0
2020-07-16 23:58:37.834,0.0,0.0,1.0
2020-07-16 23:58:38.584,0.0,0.0,1.0
2020-07-16 23:58:39.336,0.0,0.0,1.0
2020-07-16 23:58:40.083,0.0,0.0,1.0
2020-07-16 23:58:40.840,0.0,0.0,1.0
2020-07-16 23:58:41.582,0.0,0.0,1.0
2020-07-16 23:58:42.321,0.0,0.0,1.0
2020-07-16 23:58:43.063,0.0,0.0,1.0
2020-07-16 23:58:43.845,0.0,0.0,1.0
2020-07-16 23:58:44.565,0.0,0.0,1.0
2020-07-16 23:58:45.360,0.0,0.0,1.0
2020-07-16 23:58:46.081,0.0,0.0,1.0
2020-07-16 23:58:46.854,0.0,0.0,1.0
2020-07-16 23:58:47.594,0.0,0.0,1.0
2020-07-16 23:58:48.338,0.0,0.0,1.0
2020-07-16 23:58:49.073,0.0,0.0,1.0
2020-07-16 23:58:49.858,0.0,0.0,1.0
2020-07-16 23:58:50.559,0.0,0.0,1.0
2020-07-16 23:58:51.332,0.0,0.0,1.0
2020-07-16 23:58:52.085,0.0,0.0,1.0
2020-07-16 23:58:52.852,0.0,0.0,1.0
2020-07-16 23:58:53.593,0.0,0.0,1.0
2020-07-16 23:58:54.346,0.0,0.0,1.0
2020-07-16 23:58:55.084,0.0,0.0,1.0
2020-07-16 23:58:55.836,0.0,0.0,1.0
2020-07-16 23:58:56.570,0.0,0.0,1.0
2020-07-16 23:58:57.324,0.0,0.0,1.0
2020-07-16 23:58:58.102,0.0,0.0,1.0
2020-07-16 23:58:58.852,0.0,0.0,1.0
2020-07-16 23:58:59.582,0.0,0.0,1.0
2020-07-16 23:59:00.324,0.0,0.0,1.0
2020-07-16 23:59:01.100,0.0,0.0,1.0
2020-07-16 23:59:01.852,0.0,0.0,1.0
2020-07-16 23:59:02.560,0.0,0.0,1.0
2020-07-16 23:59:03.362,0.0,0.0,1.0
2020-07-16 23:59:04.071,0.0,0.0,1.0
2020-07-16 23:59:04.810,0.0,0.0,1.0
2020-07-16 23:59:05.569,0.0,0.0,1.0
2020-07-16 23:59:06.318,0.0,0.0,1.0
2020-07-16 23:59:07.092,0.0,0.0,1.0
2020-07-16 23:59:07.829,0.0,0.0,1.0
2020-07-16 23:59:08.564,0.0,0.0,1.0
2020-07-16 23:59:09.345,0.0,0.0,1.0
2020-07-16 23:59:10.090,0.0,0.0,1.0
2020-07-16 23:59:10.826,0.0,0.0,1.0
2020-07-16 23:59:11.595,0.0,0.0,1.0
2020-07-16 23:59:12.333,0.0,0.0,1.0
2020-07-16 23:59:13.071,0.0,0.0,1.0
2020-07-16 23:59:13.860,0.0,0.0,1.0
2020-07-16 23:59:14.574,0.0,0.0,1.0
2020-07-16 23:59:15.340,0.0,0.0,1.0
2020-07-16 23:59:16.094,0.0,0.0,1.0
2020-07-16 23:59:16.853,0.0,0.0,1.0
2020-07-16 23:59:17.584,0.0,0.0,1.0
2020-07-16 23:59:18.345,0.0,0.0,1.0
2020-07-16 23:59:19.077,0.0,0.0,1.0
2020-07-16 23:59:19.816,0.0,0.0,1.0
2020-07-16 23:59:20.572,0.0,0.0,1.0
2020-07-16 23:59:21.349,0.0,0.0,1.0
2020-07-16 23:59:22.075,0.0,0.0,1.0
2020-07-16 23:59:22.843,0.0,0.0,1.0
2020-07-16 23:59:23.568,0.0,0.0,1.0
2020-07-16 23:59:24.320,0.0,0.0,1.0
2020-07-16 23:59:25.111,0.0,0.0,1.0
2020-07-16 23:59:25.831,0.0,0.0,1.0
2020-07-16 23:59:26.594,0.0,0.0,1.0
2020-07-16 23:59:27.311,0.0,0.0,1.0
2020-07-16 23:59:28.086,0.0,0.0,1.0
2020-07-16 23:59:28.841,0.0,0.0,1.0
2020-07-16 23:59:29.582,0.0,0.0,1.0
2020-07-16 23:59:30.333,0.0,0.0,1.0
2020-07-16 23:59:31.085,0.0,0.0,1.0
2020-07-16 23:59:31.834,0.0,0.0,1.0
2020-07-16 23:59:32.559,0.0,0.0,1.0
2020-07-16 23:59:33.346,0.0,0.0,1.0
2020-07-16 23:59:34.062,0.0,0.0,1.0
2020-07-16 23:59:34.822,0.0,0.0,1.0
2020-07-16 23:59:35.577,0.0,0.0,1.0
2020-07-16 23:59:36.336,0.0,0.0,1.0
2020-07-16 23:59:37.093,0.0,0.0,1.0
2020-07-16 23:59:37.815,0.0,0.0,1.0
2020-07-16 23:59:38.599,0.0,0.0,1.0
2020-07-16 23:59:39.323,0.0,0.0,1.0
2020-07-16 23:59:40.074,0.0,0.0,1.0
2020-07-16 23:59:40.835,0.0,0.0,1.0
2020-07-16 23:59:41.591,0.0,0.0,1.0
2020-07-16 23:59:42.331,0.0,0.0,1.0
2020-07-16 23:59:43.061,0.0,0.0,1.0
2020-07-16 23:59:43.835,0.0,0.0,1.0
2020-07-16 23:59:44.565,0.0,0.0,1.0
2020-07-16 23:59:45.339,0.0,0.0,1.0
2020-07-16 23:59:46.120,0.0,0.0,1.0
2020-07-16 23:59:46.821,0.0,0.0,1.0
2020-07-16 23:59:47.582,0.0,0.0,1.0
2020-07-16 23:59:48.331,0.0,0.0,1.0
2020-07-16 23:59:49.073,0.0,0.0,1.0
2020-07-16 23:59:49.813,0.0,0.0,1.0
2020-07-16 23:59:50.586,0.0,0.0,1.0
2020-07-16 23:59:51.349,0.0,0.0,1.0
2020-07-16 23:59:52.082,0.0,0.0,1.0
2020-07-16 23:59:52.813,0.0,0.0,1.0
2020-07-16 23:59:53.591,0.0,0.0,1.0
2020-07-16 23:59:54.349,0.0,0.0,1.0
2020-07-16 23:59:55.101,0.0,0.0,1.0
2020-07-16 23:59:55.823,0.0,0.0,1.0
2020-07-16 23:59:56.565,0.0,0.0,1.0
2020-07-16 23:59:57.343,0.0,0.0,1.0
2020-07-16 23:59:58.098,0.0,0.0,1.0
2020-07-16 23:59:58.864,0.0,0.0,1.0
2020-07-16 23:59:59.589,0.0,0.0,1.0
2020-07-16 00:00:00.409,0.0,0.0,0.0
2020-07-16 00:00:01.147,0.0,0.0,0.0
2020-07-16 00:00:01.911,0.0,0.0,0.0
2020-07-16 00:00:02.656,0.0,0.0,0.0
2020-07-16 00:00:03.386,0.0,0.0,0.0
2020-07-16 00:00:04.128,0.0,0.0,0.0
2020-07-16 00:00:04.921,0.0,0.0,0.0
